"RiskPercent","WinRate","RewardRiskRatio","EndBalance"
0.011,28,6,279444.77008919
0.005,30,9,279178.783712547
0.007,31,7,279014.358667941
0.017,20,7,278783.677086522
0.012,27,6,278782.166401341
0.015,24,6,278776.643203962
0.01,19,10,278776.115647793
0.006,27,9,278373.161036591
0.014,25,6,278312.361538779
0.024,28,4,278230.54431916
0.03,15,8,277605.206143105
0.013,36,4,277489.535990896
0.005,38,7,277363.710730347
0.028,22,5,277172.453459623
0.019,22,6,277073.670332762
0.015,34,4,276508.462521707
0.023,18,7,276435.577444739
0.023,24,5,276138.020129019
0.004,39,8,276122.333713127
0.021,15,9,275540.66404657
0.023,29,4,275355.494788043
0.023,36,3,275333.715002975
0.026,27,4,275179.531160327
0.017,26,5,274866.101852652
0.025,20,6,274489.976126098
0.006,39,6,274335.230934891
0.007,28,8,274216.26745934
0.017,40,3,274152.714092334
0.014,28,5,274106.838960136
0.009,19,10,273986.030254159
0.011,31,5,273698.253888967
0.007,34,6,273692.9939746
0.012,26,6,273679.100103564
0.02,19,7,273463.205850636
0.024,17,7,273262.040468892
0.02,25,5,272753.669964242
0.019,38,3,272707.053580522
0.021,37,3,272625.259492452
0.029,27,4,272571.895708889
0.007,30,7,272377.317131587
0.028,23,5,272100.158093829
0.011,27,6,272016.32378429
0.026,14,9,271697.767795769
0.013,16,10,271676.181549807
0.027,23,5,271648.401739009
0.011,21,8,271535.190160341
0.004,40,8,271490.289845544
0.012,31,5,271361.171727519
0.012,36,4,271104.054823486
0.015,28,5,270916.002205924
0.011,23,7,270820.982613603
0.028,13,10,270620.70427998
0.013,35,4,270544.92497333
0.02,26,5,270473.043151028
0.03,22,5,270459.923928683
0.007,27,8,270272.481555863
0.017,23,6,269897.283615827
0.015,23,6,269851.848163123
0.004,35,9,269707.882320248
0.014,19,8,269519.467820447
0.019,19,7,269320.575124037
0.011,38,4,268866.515577432
0.023,28,4,268787.551818189
0.016,16,9,268751.168742452
0.008,38,5,268371.512473295
0.01,40,4,268358.062732118
0.015,19,8,268218.651364035
0.005,27,10,268130.365860891
0.01,20,9,268090.836656858
0.008,28,7,267818.578132503
0.019,30,4,267807.268885437
0.003,39,10,267738.897693529
0.01,18,10,267662.620699666
0.005,33,8,267587.859681484
0.006,38,6,267284.794005466
0.009,30,6,267140.877505174
0.011,32,5,266744.66687044
0.022,29,4,266714.462814004
0.006,24,10,266513.678516037
0.018,22,6,266287.813057956
0.014,16,10,266244.127820527
0.027,27,4,265978.72954973
0.021,36,3,265842.350491202
0.021,16,8,265469.327382638
0.004,38,8,265403.032611897
0.029,14,9,265192.638002997
0.02,30,4,265092.249002629
0.015,15,10,265081.579134824
0.007,22,10,264700.402500603
0.005,37,7,264578.173164229
0.016,14,10,264560.578631992
0.022,36,3,264412.500892621
0.004,34,9,264262.444995256
0.006,33,7,263989.539461204
0.024,24,5,263566.418461805
0.026,34,3,263545.072645078
0.029,33,3,263324.768920688
0.021,21,6,263143.533617515
0.02,37,3,263058.603989389
0.029,17,7,262735.433908302
0.025,35,3,262694.402589094
0.014,29,5,262615.226266893
0.015,33,4,262566.153880924
0.009,21,9,262475.671848533
0.013,25,6,262260.937351308
0.01,21,8,261970.846731642
0.013,34,4,261895.220194718
0.02,21,6,261723.730389181
0.009,34,5,261714.586723931
0.021,29,4,261604.924072356
0.018,25,5,261275.297427338
0.008,25,8,260761.419897381
0.021,24,5,260589.325126947
0.007,40,5,260403.855651973
0.012,18,9,260255.35603775
0.017,32,4,260199.447237448
0.016,32,4,260142.309064502
0.016,40,3,259696.474706438
0.01,22,8,259157.763956626
0.01,34,5,259078.172185919
0.006,26,9,258728.715195168
0.019,25,5,258539.102619743
0.004,31,10,258485.413701876
0.017,38,3,258406.869172471
0.008,22,9,258314.693685234
0.01,33,5,257992.5423743
0.022,37,3,257978.38571346
0.007,33,6,257940.100924069
0.025,17,7,257822.978732256
0.025,14,9,257601.256502461
0.008,37,5,257149.877134845
0.009,26,7,257050.315225316
0.006,29,8,257039.036631176
0.026,15,8,256992.912383709
0.02,15,9,256881.842636793
0.007,21,10,256872.04584195
0.014,34,4,256769.865772656
0.014,33,4,256769.865772655
0.008,31,6,256597.768439155
0.016,26,5,256535.961349131
0.004,33,9,256146.029597492
0.017,15,9,255962.538883393
0.024,14,9,255923.186357235
0.024,20,6,255800.850662725
0.006,36,6,255647.97755395
0.004,30,10,255545.716788385
0.017,39,3,255437.38713143
0.016,27,5,255307.931239334
0.01,39,4,255144.414586901
0.01,28,6,255069.525677339
0.011,19,9,255038.346663789
0.003,38,10,254894.282274051
0.013,28,5,254872.779179635
0.025,15,8,254640.681785612
0.014,24,6,254574.947168247
0.03,19,6,254492.312165453
0.015,21,7,254363.106503615
0.024,23,5,254251.176992517
0.016,20,7,254226.751065599
0.011,17,10,254198.025834666
0.018,38,3,253893.919758028
0.012,30,5,253789.893618501
0.028,12,10,253691.653914555
0.013,22,7,253675.477203068
0.013,19,8,253473.987180148
0.017,16,9,253366.746532038
0.009,35,5,253235.64886292
0.006,32,7,253194.253307393
0.006,37,6,253190.674529554
0.01,27,6,253113.519536826
0.015,18,8,253099.568484797
0.005,32,8,253067.872162505
0.014,16,9,252640.996333949
0.01,24,7,252583.603969511
0.013,29,5,252498.914066436
0.008,19,10,252415.605616301
0.008,20,10,252415.605616298
0.005,26,10,251976.865835066
0.017,22,6,251904.681632478
0.02,24,5,251690.766655635
0.009,40,4,251598.270117631
0.028,34,3,251292.195366508
0.004,37,8,251272.298966508
0.014,17,9,251230.947969666
0.005,40,6,251220.252293412
0.008,27,7,251219.022475804
0.009,23,8,251199.170242809
0.007,38,5,251167.17981048
0.02,36,3,251133.862043253
0.008,32,6,251055.523052152
0.026,23,5,251007.320242566
0.03,33,3,250922.578403499
0.027,34,3,250903.524620086
0.007,25,8,250755.660716648
0.012,16,10,250604.086345735
0.018,14,10,250467.010056798
0.014,21,7,250259.680228648
0.007,39,5,249904.658185333
0.026,22,5,249835.957979333
0.005,36,7,249671.350811893
0.028,33,3,249609.642460396
0.005,29,9,249479.032002826
0.015,40,3,249409.379662993
0.018,30,4,249304.654204201
0.025,23,5,249298.600498689
0.012,22,7,248961.421435907
0.027,15,8,248945.414058338
0.012,25,6,248694.43303204
0.028,13,9,248694.122048515
0.023,23,5,248655.652994927
0.01,32,5,248573.38563707
0.006,25,9,248536.502366622
0.008,35,5,248415.965781701
0.03,13,9,248397.591142809
0.018,26,5,248348.472997602
0.021,35,3,248151.121998042
0.022,24,5,247685.901893721
0.005,28,9,247615.309661677
0.009,29,6,247537.799532078
0.003,37,10,247517.885495877
0.017,31,4,247475.410033571
0.007,26,8,247460.813912464
0.026,19,6,247075.741012289
0.024,35,3,246995.302122737
0.008,24,8,246879.707596206
0.015,27,5,246715.75466758
0.007,29,7,246403.230835025
0.029,26,4,246274.442081348
0.028,26,4,246219.67119236
0.018,37,3,245978.034437491
0.025,34,3,245920.39342764
0.015,16,9,245579.073594783
0.027,19,6,245384.906715967
0.029,22,5,245355.393854564
0.015,26,5,244946.309592071
0.027,22,5,244908.463850325
0.026,33,3,244790.708340977
0.003,40,9,244746.330406823
0.009,25,7,244419.36205517
0.018,29,4,244418.275783615
0.011,26,6,244413.508602023
0.004,40,7,244234.06323216
0.007,28,7,244205.778578554
0.03,18,6,244032.664912514
0.021,14,9,243968.080735251
0.014,27,5,243703.144930399
0.021,13,10,243686.984268408
0.023,20,6,243642.412196451
0.03,26,4,243585.981678506
0.021,28,4,243583.042093849
0.011,37,4,243126.439164225
0.008,36,5,243108.556343838
0.016,17,8,243084.499288699
0.005,35,7,242778.536477224
0.018,19,7,242751.341811469
0.007,23,9,242645.502794632
0.016,23,6,242637.320908598
0.011,20,8,242566.323025313
0.017,14,10,242530.64034184
0.02,29,4,242524.942179406
0.026,17,7,242323.773212053
0.012,24,6,242303.912351222
0.008,30,6,242218.760705333
0.027,17,7,242175.647338137
0.019,15,9,241839.722442701
0.01,31,5,241662.893848078
0.004,36,8,241430.778545888
0.016,39,3,241426.532445871
0.012,35,4,241319.952819177
0.025,27,4,241311.857576537
0.009,33,5,240964.450242085
0.028,17,7,240867.958803197
0.007,32,6,240841.584717268
0.02,18,7,240625.987466701
0.009,20,9,240540.821201502
0.006,28,8,240264.917441775
0.003,36,10,240117.153013761
0.012,29,5,240105.889969256
0.006,23,10,239653.528105083
0.029,13,9,239624.719419189
0.008,29,6,239521.582338297
0.011,36,4,239411.582659421
0.023,35,3,239409.629791735
0.022,14,9,239325.664972805
0.011,18,9,239281.807009588
0.01,19,9,239217.083325435
0.003,39,9,239158.152627478
0.02,28,4,239154.253771363
0.006,31,7,239139.549918913
0.005,34,7,239116.751994412
0.005,27,9,239100.357345342
0.029,12,10,239078.10223438
0.004,29,10,238911.559293244
0.015,32,4,238715.982380408
0.025,19,6,238650.980774878
0.006,35,6,238533.986904901
0.029,16,7,238362.405251932
0.011,16,10,238127.420789309
0.018,15,9,238051.800833652
0.017,30,4,237988.223005981
0.008,21,9,237699.006722554
0.009,39,4,237624.420602641
0.018,24,5,237595.304172198
0.012,17,9,237580.623136961
0.027,33,3,237460.991440369
0.017,25,5,237330.571619641
0.023,17,7,237308.993496046
0.019,21,6,237162.909169264
0.013,24,6,237071.732199107
0.021,18,7,237052.930432795
0.013,21,7,236853.67710993
0.017,19,7,236824.484392888
0.01,38,4,236711.230923403
0.01,23,7,236361.451905374
0.023,15,8,236352.098822182
0.009,22,8,236206.28526708
0.019,37,3,236045.735106377
0.028,15,8,235746.064804
0.005,25,10,235498.017974604
0.017,37,3,235264.709007043
0.03,32,3,234901.017931687
0.003,35,10,234712.184126133
0.009,18,10,234559.674642694
0.011,30,5,234383.894352427
0.006,22,10,234182.442852655
0.028,19,6,234080.169379603
0.012,19,8,233961.68311
0.005,30,8,233801.292769785
0.009,28,6,233748.602649985
0.022,28,4,233742.992900838
0.008,26,7,233696.32317241
0.024,19,6,233628.814408802
0.019,24,5,233603.557316283
0.004,39,7,233535.106769225
0.025,33,3,233462.361647739
0.011,22,7,233407.784908583
0.024,34,3,233173.574920532
0.01,37,4,233071.037167429
0.02,16,8,232892.97211916
0.005,31,8,232856.47740315
0.014,40,3,232711.147428805
0.006,34,6,232696.613935252
0.005,39,6,232685.936617215
0.008,18,10,232587.478106842
0.006,27,8,232104.892535812
0.004,32,9,232052.470981276
0.009,24,7,231907.742762468
0.014,23,6,231724.273711073
0.019,16,8,231434.915089618
0.015,31,4,231315.266818619
0.006,26,8,231229.375648477
0.013,33,4,231173.573250085
0.004,35,8,231058.043192649
0.017,16,8,230854.3036274
0.012,21,7,230784.699065297
0.015,22,6,230783.889720746
0.005,38,6,230739.803198621
0.016,30,4,230732.172284997
0.016,37,3,230703.302688529
0.023,27,4,230678.28405669
0.004,34,8,230642.570913747
0.014,20,7,230620.480055468
0.016,38,3,230555.723412861
0.011,25,6,230524.600625875
0.007,20,10,230451.924050575
0.006,30,7,230353.252172086
0.026,26,4,230302.377925106
0.008,25,7,230135.023025055
0.012,28,5,229791.085128733
0.023,34,3,229702.624155145
0.03,16,7,229630.92717704
0.007,27,7,229619.629786044
0.007,31,6,229551.589158912
0.027,26,4,229287.445537634
0.022,35,3,229087.019158123
0.013,32,4,229079.842856173
0.027,16,7,228960.319060549
0.01,17,10,228719.885360835
0.014,32,4,228607.054837986
0.003,38,9,228567.253843261
0.019,28,4,228528.919867488
0.003,34,10,228296.165285128
0.014,15,10,228265.765933793
0.028,32,3,228223.026905079
0.009,32,5,227930.195431252
0.013,15,10,227881.020683094
0.008,34,5,227857.04634693
0.01,36,4,227658.525617343
0.004,30,9,227640.262158269
0.012,34,4,227541.863851871
0.004,33,8,227427.42245341
0.004,28,10,227325.380593648
0.027,12,10,227220.304550669
0.009,27,6,227073.262626306
0.02,35,3,227058.175067744
0.004,31,9,226822.361172718
0.02,15,8,226693.272300463
0.016,21,6,226620.119175363
0.006,24,9,226469.898450305
0.009,17,10,226350.448890571
0.009,19,9,226266.120260686
0.019,36,3,226212.237345726
0.013,27,5,226208.135676494
0.015,25,5,226096.762297013
0.006,29,7,225756.647338073
0.01,16,10,225473.915334195
0.016,15,9,225404.926648168
0.006,21,10,225389.679553282
0.012,15,10,225205.211740206
0.029,18,6,225193.385994653
0.007,37,5,225187.650466849
0.015,20,7,225071.434819181
0.025,16,7,225061.815225745
0.004,38,7,224666.495754914
0.014,18,8,224534.659276222
0.021,20,6,224533.050638913
0.008,23,8,224502.715721997
0.023,12,10,224435.82610831
0.01,30,5,224204.537521083
0.013,18,8,224183.98143463
0.006,40,5,223968.056842488
0.005,24,10,223880.824846733
0.008,20,9,223860.790194829
0.016,31,4,223825.091015605
0.022,34,3,223709.235358685
0.017,18,7,223682.671450519
0.005,37,6,223663.92167321
0.011,29,5,223656.333990845
0.026,13,9,223607.611299582
0.025,22,5,223454.112310823
0.016,25,5,223424.392228947
0.011,35,4,223384.746371565
0.009,21,8,223370.78643215
0.018,21,6,222961.166576192
0.019,29,4,222954.965343971
0.018,36,3,222716.601582964
0.01,25,6,222376.178046761
0.005,33,7,222330.01944999
0.024,27,4,222322.892117828
0.005,29,8,222311.687739169
0.014,17,8,222283.815826334
0.018,16,8,222176.409220411
0.03,21,5,221903.50099696
0.025,32,3,221857.129657187
0.003,37,9,221812.868986827
0.005,32,7,221619.806856278
0.014,26,5,221454.613908537
0.019,13,10,221138.111611905
0.013,20,7,220917.584828869
0.03,14,8,220730.072991005
0.008,40,4,220202.477719154
0.016,22,6,220118.661662354
0.008,33,5,220118.045005936
0.022,12,10,219882.063107296
0.017,24,5,219857.581690748
0.01,20,8,219816.831886306
0.01,26,6,219746.238076115
0.006,33,6,219687.075092995
0.021,19,6,219638.822519445
0.006,39,5,219577.624815774
0.003,33,10,219433.472823706
0.007,36,5,219124.021502844
0.007,26,7,219070.595438482
0.015,39,3,218965.7149057
0.007,23,8,218860.01590551
0.024,15,8,218811.227158495
0.011,34,4,218524.739788748
0.018,13,10,218506.932906792
0.008,22,8,218445.26098477
0.019,35,3,218441.949380974
0.005,28,8,218248.347671897
0.021,27,4,218163.030008899
0.003,40,8,217944.92415934
0.024,13,9,217942.548518174
0.022,23,5,217930.828739345
0.012,33,4,217923.048446974
0.029,15,8,217832.741705786
0.004,27,10,217828.93788671
0.007,22,9,217703.034932365
0.022,22,5,217643.476133275
0.014,22,6,217641.699159856
0.004,37,7,217383.052431903
0.013,17,9,217327.685120694
0.021,34,3,217314.536500459
0.006,23,9,217287.632185652
0.003,36,9,217203.915150767
0.029,19,6,216679.099771496
0.008,39,4,216447.82814964
0.022,27,4,216425.761294413
0.023,14,9,216411.24415424
0.019,18,7,216075.506388408
0.013,16,9,215920.365516582
0.006,38,5,215661.052401412
0.021,23,5,215457.904494367
0.008,38,4,215239.252494832
0.03,31,3,215204.876154093
0.015,38,3,215189.228523528
0.011,15,10,215124.339968981
0.007,30,6,215071.212680148
0.025,12,10,215063.934235378
0.012,23,6,214886.244455595
0.02,13,10,214880.631649363
0.026,18,6,214786.803949003
0.019,20,6,214657.69209039
0.011,19,8,214554.203709499
0.005,36,6,214465.701206106
0.003,32,10,214423.325879718
0.013,23,6,214301.858200859
0.009,31,5,214093.041379732
0.018,14,9,213698.464182396
0.009,38,4,213685.582888745
0.007,24,8,213683.979385818
0.005,26,9,213664.25094632
0.017,29,4,213641.356093868
0.011,16,9,213426.448221762
0.009,37,4,213397.340866788
0.017,36,3,213323.105019179
0.007,35,5,213223.66790557
0.008,28,6,213190.645617347
0.004,36,7,212908.716214369
0.009,23,7,212870.235218168
0.01,18,9,212813.928682406
0.012,40,3,212806.559884263
0.013,40,3,212694.87022119
0.026,12,10,212416.83778356
0.005,25,9,212386.35850275
0.019,14,9,212146.001459323
0.027,13,9,212104.538619124
0.022,20,6,212093.047204264
0.014,14,10,212010.77861055
0.011,23,6,211971.250415874
0.004,29,9,211913.471612277
0.02,20,6,211874.707151656
0.004,32,8,211554.213344635
0.017,21,6,211493.668425848
0.018,20,6,211473.863005278
0.009,26,6,211473.293797403
0.02,34,3,211456.752111934
0.024,12,10,211377.007533335
0.024,22,5,211167.520429072
0.004,26,10,211130.344216299
0.014,38,3,211108.371584246
0.006,37,5,210825.482562114
0.014,31,4,210633.952360037
0.024,16,7,210502.805559156
0.003,39,8,210485.348200866
0.017,13,10,210422.339528239
0.008,24,7,210416.245237479
0.025,11,10,210389.391892094
0.005,23,10,210277.477735417
0.015,19,7,210197.717117732
0.007,21,9,210070.229454108
0.007,19,10,209956.759619675
0.015,15,9,209812.316734199
0.027,32,3,209733.332030399
0.02,17,7,209710.139675322
0.022,17,7,209706.302942105
0.006,32,6,209681.799085461
0.029,25,4,209372.951191231
0.005,24,9,209329.582766392
0.003,35,9,209273.304898767
0.011,17,9,209243.987350855
0.01,35,4,209214.383156882
0.011,21,7,209102.247452132
0.003,31,10,208975.222761573
0.004,35,7,208659.957678416
0.008,32,5,208498.66672846
0.005,35,6,208252.960844411
0.006,28,7,208169.413226304
0.028,25,4,208157.418416524
0.02,23,5,207987.396508703
0.013,14,10,207962.369188172
0.026,21,5,207850.728159231
0.003,38,8,207775.341393882
0.02,33,3,207768.4034055
0.024,14,8,207766.088132247
0.016,19,7,207697.686168943
0.012,32,4,207587.047279993
0.018,17,7,207506.428575415
0.006,22,9,207479.606672918
0.005,31,7,207218.420734381
0.028,11,10,207077.934792324
0.014,25,5,206891.956352045
0.022,26,4,206884.870676464
0.025,13,9,206775.267225157
0.011,24,6,206654.359916038
0.004,28,9,206475.590080366
0.012,18,8,206423.511185901
0.008,27,6,206032.442649541
0.03,25,4,205931.898070635
0.01,34,4,205894.0842157
0.023,13,9,205742.830371005
0.027,21,5,205617.760376101
0.023,16,7,205601.942624612
0.023,22,5,205555.598897723
0.007,18,10,205321.82651092
0.015,14,10,205297.486583915
0.009,18,9,205130.656826295
0.013,26,5,205039.177565315
0.021,13,9,204974.099099531
0.025,26,4,204875.294341065
0.014,39,3,204820.880440747
0.013,39,3,204773.304957465
0.009,30,5,204710.903785398
0.005,30,7,204665.158211075
0.004,31,8,204663.246679412
0.005,27,8,204464.637657077
0.011,28,5,204324.728619104
0.022,19,6,204086.971944924
0.009,22,7,204019.223122914
0.027,25,4,203888.640987933
0.023,19,6,203790.863127495
0.013,31,4,203790.683943037
0.003,34,9,203760.295326497
0.018,23,5,203605.51812916
0.02,12,10,203391.380511135
0.019,34,3,203074.754008609
0.012,27,5,203031.325458614
0.015,37,3,203024.467361076
0.024,33,3,202880.375534455
0.01,29,5,202832.148462076
0.028,16,7,202737.813312707
0.006,24,8,202690.026019561
0.023,33,3,202507.010874823
0.016,16,8,202478.040871507
0.007,34,5,202319.685323558
0.016,24,5,202201.555197004
0.003,37,8,201804.714085665
0.01,22,7,201746.045615184
0.004,25,10,201688.398039521
0.028,14,8,201677.142034578
0.016,18,7,201675.044398362
0.015,29,4,201655.831402592
0.013,22,6,201630.210386235
0.008,21,8,201525.924512205
0.008,17,10,201517.860415257
0.018,35,3,201509.822111573
0.01,28,5,201498.130147827
0.009,36,4,201273.317601286
0.006,31,6,201227.742034475
0.015,17,8,201220.908559187
0.021,15,8,201114.274992672
0.007,40,4,201059.093333685
0.026,16,7,200983.0492986
0.015,30,4,200750.62203923
0.006,25,8,200729.832529753
0.006,36,5,200681.005795041
0.007,29,6,200617.7523818
0.023,26,4,200491.610193415
0.005,34,6,200178.294398359
0.02,27,4,200169.023307581
0.006,21,9,200024.895148008
0.016,29,4,199954.924300721
0.017,28,4,199939.656039307
0.004,40,6,199915.128671306
0.017,20,6,199756.539088287
0.01,17,9,199625.636318086
0.006,27,7,199560.976425569
0.016,36,3,199512.265800104
0.02,19,6,199502.181498214
0.009,35,4,199470.227205636
0.019,15,8,199122.189878087
0.018,18,7,199023.886722434
0.003,33,9,198988.517794622
0.028,18,6,198958.727803278
0.004,39,6,198910.191478719
0.015,20,6,198827.498710875
0.008,31,5,198728.649622461
0.019,23,5,198702.14657557
0.011,33,4,198693.796466004
0.016,13,10,198620.622761908
0.018,28,4,198549.235368761
0.016,20,6,198353.027169812
0.009,29,5,198292.753430636
0.009,34,4,198217.683501401
0.005,33,6,198018.368656587
0.029,32,3,197969.074997684
0.012,39,3,197929.771558987
0.007,20,9,197800.460957305
0.007,22,8,197754.659623852
0.007,25,7,197625.863051661
0.005,26,8,197591.352739019
0.029,15,7,197558.64774805
0.009,25,6,197441.860750401
0.017,35,3,197413.618600018
0.01,18,8,197143.661971079
0.015,18,7,197014.580162739
0.01,21,7,196963.198787005
0.01,24,6,196881.274777938
0.004,30,8,196788.868734753
0.029,12,9,196783.153669107
0.022,33,3,196742.428421689
0.003,40,7,196691.755039642
0.03,24,4,196579.401608329
0.004,34,7,196478.527009908
0.013,19,7,196431.843159574
0.025,21,5,196423.005015934
0.02,13,9,196140.641474446
0.01,19,8,196082.325778351
0.004,24,10,195916.617583623
0.007,33,5,195635.600926941
0.007,39,4,195576.530698644
0.007,28,6,195475.668028527
0.005,39,5,195457.052707691
0.009,19,8,195434.481310054
0.005,40,5,195164.116177404
0.014,30,4,195163.52961069
0.012,16,9,195156.427015795
0.028,21,5,195139.819136472
0.013,15,9,195109.774803646
0.003,29,10,195049.817954436
0.03,11,10,194936.075233291
0.008,18,9,194779.647860887
0.004,29,8,194675.27875924
0.012,26,5,194589.16125872
0.002,40,10,194526.870125266
0.028,31,3,194456.435222635
0.006,30,6,194416.443881136
0.008,16,10,194379.220631024
0.012,19,7,194359.019386709
0.013,37,3,194297.475462554
0.015,21,6,194288.907516199
0.018,34,3,194245.870822416
0.018,19,6,194116.780445352
0.006,35,5,194074.213222103
0.022,15,8,193985.746658699
0.008,37,4,193981.479660776
0.026,32,3,193729.798483411
0.003,30,10,193639.073910184
0.005,22,10,193523.05662247
0.008,19,9,193382.716326232
0.008,23,7,193374.351740027
0.01,20,7,193373.281207522
0.03,17,6,193325.770776306
0.021,33,3,193208.605928123
0.004,33,7,193174.742889334
0.029,17,6,193019.504900756
0.006,20,10,193015.920159416
0.014,19,7,193015.048918342
0.026,25,4,192994.565863204
0.029,31,3,192982.252247736
0.015,16,8,192977.828772917
0.015,36,3,192931.296331806
0.011,18,8,192805.81529248
0.003,31,9,192760.972875068
0.004,27,9,192749.843959185
0.012,31,4,192590.130008406
0.005,38,5,192547.365072268
0.012,20,7,192502.765180672
0.014,37,3,192478.516095991
0.006,23,8,192348.502299731
0.016,28,4,192270.140764631
0.009,16,10,192250.762331662
0.008,26,6,192213.652806979
0.01,27,5,191941.342642286
0.008,30,5,191794.791481021
0.004,28,8,191754.335416074
0.005,29,7,191671.909716484
0.005,25,8,191637.655192779
0.018,27,4,191530.453376381
0.013,38,3,191489.361880086
0.024,25,4,191365.412881713
0.011,27,5,191277.461058097
0.02,22,5,191236.534169159
0.004,38,6,191157.443326513
0.011,40,3,191145.981601354
0.009,20,8,191053.277702946
0.012,38,3,190840.243208203
0.019,26,4,190797.79084693
0.007,32,5,190767.856340333
0.005,23,9,190743.301950112
0.029,14,8,190709.708811593
0.003,36,8,190527.493197482
0.024,26,4,190449.388774664
0.019,27,4,190435.72228067
0.014,16,8,190385.487350443
0.013,17,8,190326.59867543
0.006,26,7,190301.258404719
0.002,39,10,190168.846322347
0.011,26,5,190144.889132119
0.004,37,6,190090.059838177
0.024,18,6,190036.746071955
0.016,14,9,189958.935564237
0.025,15,7,189900.917009855
0.003,35,8,189808.734049067
0.017,17,7,189758.50922078
0.01,16,9,189514.318579149
0.027,18,6,189440.048647858
0.016,17,7,189420.193545347
0.014,36,3,189378.340490326
0.028,20,5,189330.324965687
0.021,17,7,189294.714174476
0.023,18,6,189251.502457898
0.009,28,5,189194.000281424
0.017,34,3,189136.389883887
0.007,37,4,188916.553504375
0.015,14,9,188628.079503272
0.007,19,9,188608.242327297
0.003,32,9,188585.892523456
0.02,14,9,188455.880081777
0.014,24,5,188161.995802143
0.009,21,7,187811.080530012
0.015,13,10,187807.999752346
0.017,15,8,187796.621223118
0.024,21,5,187659.356351567
0.006,19,10,187616.565118266
0.006,34,5,187549.860257499
0.027,30,3,187456.568443154
0.004,26,9,187353.601004225
0.027,31,3,187254.279203519
0.028,24,4,187155.395668404
0.003,28,10,187106.99421118
0.011,32,4,187031.098991581
0.012,22,6,186768.681849953
0.01,32,4,186676.389073824
0.007,24,7,186656.056604643
0.021,26,4,186576.600115852
0.012,17,8,186503.974257504
0.014,21,6,186431.576821007
0.029,40,2,186370.940854074
0.002,38,10,186317.868131642
0.023,25,4,186270.101059727
0.019,33,3,186224.067358897
0.003,39,7,186218.875556303
0.011,20,7,186177.713643741
0.015,23,5,186162.760736629
0.016,35,3,186070.73080664
0.027,14,8,186030.159894676
0.005,21,10,185908.699769964
0.007,17,10,185770.148765022
0.03,40,2,185671.215624154
0.017,12,10,185660.992332472
0.01,15,10,185599.668350184
0.012,37,3,185512.089513755
0.029,24,4,185373.008224527
0.029,30,3,185306.274393411
0.011,39,3,185267.527153148
0.026,20,5,185200.707650342
0.024,32,3,185200.384438876
0.01,31,4,185189.157870451
0.025,25,4,185154.278447071
0.02,26,4,185153.55589625
0.007,31,5,185008.462699289
0.003,34,8,185002.547461727
0.004,36,6,184945.410388537
0.013,25,5,184839.527750173
0.016,34,3,184765.601084089
0.02,32,3,184721.174486249
0.004,23,10,184701.269069927
0.019,13,9,184690.234592408
0.028,15,7,184548.537701935
0.014,29,4,184407.820860446
0.005,20,10,184381.604482411
0.023,32,3,184372.114937322
0.004,25,9,184306.543590594
0.017,27,4,184276.325297426
0.015,28,4,184165.138921937
0.016,27,4,184142.834240941
0.003,38,7,184041.96282449
0.026,14,8,183962.619361008
0.008,36,4,183932.542099809
0.029,21,5,183834.354335175
0.025,14,8,183807.413245483
0.005,32,6,183666.057115867
0.003,30,9,183507.739141214
0.025,12,9,183415.18539839
0.002,37,10,183390.105676132
0.026,31,3,183343.000728751
0.003,33,8,183262.689836402
0.004,32,7,183065.064398724
0.007,38,4,182994.984486241
0.01,23,6,182932.868797548
0.005,28,7,182909.615255299
0.006,29,6,182854.667751805
0.011,22,6,182847.284178171
0.006,40,4,182845.928971533
0.007,21,8,182782.414933254
0.011,38,3,182677.521651808
0.009,33,4,182632.674422167
0.025,18,6,182622.160947134
0.01,33,4,182614.95718041
0.011,17,8,182592.061930856
0.008,25,6,182563.45824295
0.021,22,5,182457.150703016
0.018,15,8,182355.138121573
0.002,40,9,182345.662400992
0.006,25,7,182344.193551206
0.006,18,10,182247.958742059
0.017,23,5,182247.15385011
0.022,32,3,182245.055074532
0.008,35,4,181738.803566828
0.008,19,8,181683.66102353
0.022,16,7,181541.294475897
0.007,27,6,181536.884958956
0.002,39,9,181218.706619459
0.019,17,7,181165.019248952
0.003,37,7,181106.49663343
0.028,30,3,180806.70369499
0.028,12,9,180798.040873373
0.003,29,9,180775.99017469
0.002,36,10,180667.252459898
0.006,33,5,180658.629079075
0.014,15,9,180577.038731162
0.004,27,8,180567.282526561
0.011,31,4,180563.174532887
0.012,14,10,180435.196714735
0.03,20,5,180434.291757671
0.01,14,10,180369.025660707
0.006,20,9,180308.04286532
0.006,22,8,180282.027906563
0.01,40,3,180216.931405949
0.013,24,5,180143.673828515
0.024,31,3,180116.718322864
0.021,14,8,179907.916562909
0.018,33,3,179716.160991044
0.005,37,5,179710.832784215
0.01,26,5,179684.585972074
0.009,20,7,179613.732479211
0.01,15,9,179555.826069928
0.012,25,5,179516.982976604
0.025,31,3,179484.092655143
0.005,19,10,179479.96912466
0.015,24,5,179259.17843857
0.015,34,3,179207.654433487
0.013,29,4,178952.203112417
0.003,27,10,178896.365119902
0.005,24,8,178889.522389098
0.029,20,5,178789.875209688
0.003,36,7,178603.182967364
0.009,32,4,178569.865632356
0.014,18,7,178466.528017407
