"RiskPercent","WinRate","RewardRiskRatio","EndBalance"
0.001,31,4,106024.193491333
0.002,12,10,106021.820223998
0.004,10,10,106012.783046526
0.001,32,4,105992.391480849
0.02,35,2,105992.080773886
0.001,27,5,105962.634547111
0.027,13,7,105959.030207398
0.005,19,5,105932.481621617
0.009,15,6,105902.017527469
0.006,36,2,105899.704987052
0.001,39,3,105899.243899373
0.001,22,6,105895.817169212
0.002,21,5,105830.411295807
0.002,12,9,105799.699214468
0.013,15,6,105789.889472976
0.004,19,5,105780.447032096
0.004,23,4,105777.181138024
0.027,10,9,105766.131959699
0.001,16,9,105737.906744789
0.002,32,3,105733.636778659
0.001,17,8,105727.416205652
0.014,21,4,105717.087529855
0.004,38,2,105656.480943115
0.001,14,10,105652.215275816
0.003,12,9,105606.839974706
0.01,21,4,105579.270860766
0.021,34,2,105564.645319731
0.003,29,3,105559.530407522
0.001,19,7,105497.270506464
0.007,11,9,105439.241662927
0.005,16,6,105434.359543161
0.001,38,3,105375.289370504
0.005,37,2,105303.209099109
0.005,11,9,105271.993921789
0.002,14,8,105259.696677462
0.014,9,10,105254.175157347
0.004,11,9,105244.899579577
0.001,15,9,105242.124415058
0.009,11,9,105223.5782398
0.017,15,6,105210.35513711
0.003,23,4,105198.590904049
0.011,13,7,105190.189248945
0.018,17,5,105157.810910989
0.001,21,6,105157.153255155
0.003,15,7,105140.145158817
0.007,10,10,105097.611595522
0.001,26,5,105095.209042318
0.004,12,8,105081.816325934
0.013,35,2,105045.962289047
0.001,25,5,105013.268379067
0.002,25,4,104989.53992072
0.003,39,2,104975.86406239
0.001,37,3,104929.448452591
0.004,28,3,104897.561989138
0.002,18,6,104835.853296009
0.014,34,2,104824.853218493
0.002,31,3,104756.986826421
0.001,20,6,104753.086643944
0.001,30,4,104749.050052321
0.001,36,3,104711.424203846
0.022,9,10,104677.662503323
0.008,21,4,104651.599779521
0.008,36,2,104650.305578457
0.006,27,3,104634.515059309
0.009,21,4,104632.277149356
0.001,18,7,104631.570549941
0.003,30,3,104576.132186715
0.03,35,2,104570.713834756
0.005,36,2,104563.45067987
0.007,35,2,104561.940241439
0.004,16,6,104559.650750196
0.001,13,10,104530.949186662
0.009,26,3,104514.384871213
0.023,13,7,104510.618857315
0.001,16,8,104497.656598464
0.001,29,4,104466.613314845
0.005,12,8,104445.20516382
0.007,21,4,104424.84683402
0.001,35,3,104418.645225676
0.006,22,4,104406.747783373
0.021,25,3,104394.782985711
0.012,34,2,104386.839943837
0.003,38,2,104382.344034893
0.001,24,5,104378.824966455
0.014,26,3,104375.002384796
0.023,21,4,104354.901673798
0.024,35,2,104328.974742882
0.015,35,2,104328.232869142
0.021,20,4,104305.594973163
0.007,36,2,104298.785076258
0.008,15,6,104293.578441975
0.013,20,4,104279.421154652
0.019,35,2,104250.352728573
0.01,35,2,104237.100109871
0.022,11,8,104224.042716967
0.007,16,6,104207.695798214
0.002,11,10,104172.325922012
0.012,35,2,104161.621204051
0.006,21,4,104156.494533619
0.029,34,2,104145.956049071
0.002,40,2,104124.34207479
0.001,14,9,104101.259899211
0.001,12,10,104083.492031593
0.01,26,3,104023.43880843
0.02,20,4,103996.631865624
0.018,26,3,103988.17362859
0.002,17,6,103988.075191776
0.002,24,4,103976.094940153
0.01,13,7,103960.245528372
0.004,22,4,103952.686779719
0.002,30,3,103922.290860764
0.004,18,5,103893.582646075
0.001,17,7,103880.951232281
0.003,28,3,103850.831040653
0.009,35,2,103834.417841108
0.03,13,7,103833.358553743
0.005,13,7,103821.913880298
0.001,34,3,103810.623568991
0.004,14,7,103808.691773805
0.004,37,2,103796.62345572
0.007,15,6,103698.415957004
0.024,11,8,103697.327901444
0.002,19,5,103693.427721719
0.002,39,2,103681.720257479
0.007,27,3,103670.143844787
0.021,17,5,103649.26949778
0.003,22,4,103648.003209862
0.001,28,4,103618.683143945
0.001,15,8,103598.717317335
0.017,14,6,103595.956428976
0.022,10,9,103581.823920314
0.005,18,5,103575.847969118
0.002,13,8,103568.344917711
0.001,22,5,103567.853252133
0.011,26,3,103563.488654515
0.001,23,5,103561.639491626
0.027,34,2,103524.318323701
0.02,26,3,103519.842487759
0.029,20,4,103515.711703084
0.019,25,3,103501.094097853
0.02,15,6,103498.094296976
0.003,16,6,103488.512375759
0.016,17,5,103482.167536696
0.014,17,5,103481.272259643
0.013,26,3,103464.883953958
0.021,11,8,103449.306750552
0.013,13,7,103429.023777595
0.014,25,3,103386.204910748
0.001,27,4,103380.63760066
0.022,20,4,103367.579223956
0.006,18,5,103332.945503601
0.008,10,9,103303.557897203
0.002,20,5,103283.630074199
0.003,37,2,103279.685560257
0.021,26,3,103261.230394015
0.015,34,2,103254.084507771
0.003,10,10,103244.594572204
0.003,14,7,103190.403622837
0.001,19,6,103173.950636321
0.022,33,2,103145.725381821
0.011,17,5,103141.404354017
0.002,29,3,103135.490813037
0.025,34,2,103109.485097667
0.002,23,4,103106.379750947
0.001,33,3,103049.389768419
0.019,20,4,103011.414340727
0.002,15,7,103002.618607233
0.009,34,2,102996.793701856
0.02,34,2,102983.343389682
0.005,21,4,102937.089111742
0.023,34,2,102932.957991105
0.001,16,7,102904.958266341
0.009,13,7,102891.909548407
0.006,17,5,102887.563338128
0.003,27,3,102858.662853429
0.001,21,5,102812.519566709
0.016,14,6,102808.826559827
0.001,13,9,102808.144680838
0.002,28,3,102797.76732675
0.011,34,2,102786.875706211
0.023,9,10,102783.793873432
0.001,26,4,102772.496740427
0.004,36,2,102767.960901202
0.001,18,6,102763.117002084
0.028,10,9,102761.729958454
0.005,27,3,102753.336888182
0.014,10,9,102747.361812842
0.003,12,8,102729.709522101
0.003,19,5,102721.975860344
0.004,26,3,102705.443411983
0.006,35,2,102689.861257008
0.001,32,3,102642.125173634
0.004,13,7,102586.990200616
0.002,22,4,102581.891530183
0.002,38,2,102555.686466256
0.001,14,8,102541.265491569
0.001,25,4,102515.890239393
0.002,16,6,102513.750919299
0.022,34,2,102467.279532508
0.014,20,4,102439.579120681
0.006,15,6,102429.892656555
0.01,14,6,102407.941512455
0.008,13,7,102372.75130002
0.001,31,3,102346.944069722
0.002,12,8,102308.482647954
0.007,13,7,102304.52595896
0.004,15,6,102301.047537538
0.002,37,2,102297.574075611
0.008,35,2,102266.821040328
0.024,33,2,102247.009076675
0.003,36,2,102207.070524182
0.001,40,2,102206.888417838
0.003,18,5,102187.196220798
0.001,15,7,102166.725540292
0.004,27,3,102115.584076707
0.005,15,6,102058.13917
0.001,11,10,102031.774649943
0.016,25,3,102029.602554072
0.019,15,6,101961.789660743
0.007,26,3,101943.153639725
0.001,30,3,101942.455631724
0.001,12,9,101917.628802773
0.012,25,3,101916.302955574
0.008,26,3,101896.000083593
0.02,17,5,101876.661882567
0.003,11,9,101873.053117364
0.019,13,7,101865.813400257
0.011,20,4,101862.631407081
0.003,21,4,101814.382609528
0.002,11,9,101793.959363627
0.005,35,2,101793.34634034
0.007,17,5,101781.180562987
0.002,27,3,101774.93280567
0.001,24,4,101770.260285438
0.001,39,2,101763.256270816
0.001,20,5,101756.971471594
0.001,29,3,101746.915850541
0.013,21,4,101735.75890095
0.002,18,5,101733.789895993
0.001,17,6,101704.013217222
0.008,34,2,101703.88583341
0.017,34,2,101702.283874118
0.001,19,5,101702.038638839
0.002,10,10,101681.836226124
0.013,34,2,101660.631035353
0.007,34,2,101639.335180255
0.017,17,5,101605.975995759
0.012,20,4,101603.63784777
0.006,13,7,101583.524934122
0.017,10,9,101581.285026223
0.002,15,6,101570.933524112
0.018,25,3,101546.970254605
0.009,20,4,101525.109302289
0.012,14,6,101515.725447025
0.001,16,6,101504.87355035
0.002,14,7,101497.614363047
0.006,10,9,101494.502973661
0.024,10,9,101429.643821979
0.005,34,2,101397.135307845
0.001,23,4,101394.411708674
0.001,38,2,101379.319180022
0.002,36,2,101368.870810639
0.01,34,2,101308.421067451
0.009,25,3,101292.010090705
0.001,28,3,101267.80678562
0.005,26,3,101243.8606467
0.001,13,8,101220.95101818
0.01,17,5,101201.928549214
0.003,35,2,101182.013594603
0.023,17,5,101161.93769295
0.011,14,6,101158.040722044
0.006,26,3,101153.129183372
0.009,9,10,101144.545013301
0.001,37,2,101142.370096415
0.028,25,3,101120.328333072
0.013,11,8,101094.865170943
0.004,35,2,101055.914850086
0.001,12,8,101002.557357673
0.001,11,9,100984.323735164
0.003,26,3,100975.346698155
0.005,17,5,100968.311944468
0.001,18,5,100966.370258895
0.001,22,4,100959.358299201
0.001,14,7,100923.863934268
0.006,20,4,100896.716505815
0.021,13,7,100856.794758693
0.001,36,2,100836.37406308
0.002,13,7,100785.62302584
0.013,17,5,100766.477690605
0.001,10,10,100760.341952477
0.001,26,3,100758.706141635
0.003,9,10,100754.228854977
0.016,34,2,100728.98685498
0.004,25,3,100720.152042871
0.003,13,7,100719.360643984
0.002,35,2,100689.962474521
0.006,14,6,100681.409788775
0.004,34,2,100668.611980072
0.024,34,2,100640.367371591
0.002,34,2,100629.567221358
0.003,17,5,100617.612513306
0.003,15,6,100617.150500262
0.001,9,10,100594.231941482
0.004,20,4,100558.319485952
0.001,35,2,100543.368209847
0.001,27,3,100541.304388776
0.002,21,4,100530.586785262
0.003,34,2,100528.48367276
0.007,20,4,100516.47541756
0.006,34,2,100495.609305856
0.002,20,4,100490.383797738
0.004,9,10,100473.0308178
0.009,33,2,100469.979982513
0.022,17,5,100451.837158481
0.001,21,4,100450.806342417
0.03,14,6,100450.743096998
0.011,33,2,100439.8405591
0.016,20,4,100429.621466979
0.005,11,8,100390.693576909
0.011,25,3,100378.523710692
0.001,13,7,100344.230812602
0.001,25,3,100340.424735381
0.006,11,8,100303.998413105
0.001,11,8,100296.026956223
0.011,10,9,100275.816492772
0.002,26,3,100271.763184719
0.004,17,5,100268.338053435
0.027,25,3,100214.832347912
0.008,17,5,100192.154522217
0.022,25,3,100191.546449794
0.022,12,7,100182.68348318
0.016,11,8,100169.667969703
0.002,14,6,100158.918222037
0.025,33,2,100137.579977842
0.005,14,6,100112.549542323
0.003,14,6,100111.353673239
0.001,15,6,100107.755324489
0.008,20,4,100107.245117288
0.001,34,2,100061.918852485
0.001,10,9,100049.560301181
0.015,10,9,100048.752879335
0.018,10,9,100034.216189944
0.014,11,8,100033.601983453
0.02,10,9,100020.033938508
0.001,17,5,100013.750671994
